,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
30968,28.0,Private,124685.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,55.0,United-States,<=50K
30969,51.0,Private,305673.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Canada,>50K
30970,34.0,Local-gov,31391.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,53.0,United-States,>50K
30971,41.0,Local-gov,33658.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45.0,United-States,>50K
30972,21.0,Private,211391.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,27.0,United-States,<=50K
30973,26.0,Private,402998.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58.0,United-States,>50K
30974,66.0,Private,78855.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40.0,United-States,<=50K
30975,40.0,Private,320451.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,45.0,Hong,>50K
30976,48.0,Private,49278.0,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
30977,44.0,,248876.0,Bachelors,13,Divorced,,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
30978,41.0,Private,242586.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
30979,41.0,Private,359696.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,60.0,United-States,>50K
30980,55.0,Local-gov,296085.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,United-States,>50K
30981,43.0,Private,233130.0,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40.0,United-States,>50K
30982,51.0,Private,189511.0,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50.0,Germany,>50K
30983,31.0,Private,124420.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
30984,30.0,Self-emp-not-inc,67072.0,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6849,0,60.0,United-States,<=50K
30985,51.0,Private,194908.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,<=50K
30986,31.0,Local-gov,94991.0,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
30987,18.0,Private,194561.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,37.0,United-States,<=50K
30988,60.0,Private,75726.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,1092,40.0,United-States,<=50K
30989,29.0,Private,60722.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40.0,United-States,<=50K
30990,33.0,Private,59944.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
30991,34.0,Private,220840.0,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,Mexico,<=50K
30993,57.0,Private,142714.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,38.0,United-States,<=50K
30994,55.0,Local-gov,110490.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60.0,United-States,<=50K
30995,40.0,Self-emp-not-inc,154076.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,United-States,<=50K
30996,26.0,State-gov,130557.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
30997,29.0,Private,107108.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
30998,30.0,Private,207172.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,Mexico,<=50K
30999,29.0,Private,304595.0,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50.0,United-States,>50K
31000,43.0,Private,448337.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,>50K
31002,19.0,Private,301911.0,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35.0,Laos,<=50K
31003,35.0,Private,267866.0,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1887,50.0,Iran,>50K
31004,28.0,Private,269786.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
31005,34.0,Private,167474.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
31006,61.0,Private,115023.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,60.0,United-States,>50K
31007,63.0,Local-gov,86590.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32.0,United-States,<=50K
31008,47.0,State-gov,187087.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
31009,31.0,Private,184307.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
31010,18.0,Private,225859.0,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,2907,0,30.0,United-States,<=50K
31011,29.0,Private,57889.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
31012,59.0,Private,157932.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
31013,50.0,Private,187830.0,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,62.0,United-States,>50K
31014,49.0,Private,251180.0,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,2407,0,50.0,United-States,<=50K
31015,60.0,Private,317083.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
31016,35.0,Self-emp-not-inc,190895.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
31017,48.0,Federal-gov,328606.0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
31018,21.0,,403860.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
31019,41.0,Private,215479.0,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
31020,56.0,Private,157639.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
31021,26.0,Private,152129.0,12th,8,Never-married,Other-service,Unmarried,Black,Male,0,0,40.0,United-States,<=50K
31022,53.0,Private,239284.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
31023,23.0,Private,234302.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
31024,58.0,Private,218724.0,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50.0,United-States,<=50K
31025,61.0,Private,106330.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
31026,29.0,Private,35032.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60.0,United-States,<=50K
31027,22.0,Private,234641.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40.0,United-States,<=50K
31028,43.0,Private,170730.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50.0,United-States,>50K
31029,31.0,Private,218322.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
31030,78.0,Private,47929.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
31031,53.0,Private,142411.0,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
31032,22.0,,219122.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
31033,55.0,Private,132887.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,3411,0,40.0,Jamaica,<=50K
31034,34.0,State-gov,44464.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60.0,United-States,<=50K
31035,28.0,Private,180928.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5013,0,55.0,United-States,<=50K
31036,22.0,,199426.0,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
31037,36.0,Private,139703.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
31038,33.0,Private,202642.0,Bachelors,13,Separated,Prof-specialty,Other-relative,Black,Female,0,0,40.0,Jamaica,<=50K
31040,38.0,Private,239755.0,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
31041,60.0,Private,152369.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60.0,United-States,<=50K
31042,34.0,Private,42900.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
31044,57.0,Private,175017.0,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,Italy,<=50K
31045,39.0,Private,342642.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
31047,45.0,Private,191098.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,China,<=50K
31048,37.0,Private,208106.0,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
31049,27.0,Private,167737.0,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48.0,United-States,<=50K
31050,43.0,Private,315971.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45.0,United-States,>50K
31051,41.0,Private,142717.0,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,36.0,United-States,<=50K
31052,20.0,Private,190227.0,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,25.0,United-States,<=50K
31053,44.0,Private,79864.0,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,20.0,United-States,<=50K
31054,50.0,Private,34067.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
31055,54.0,Private,222882.0,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,45.0,United-States,<=50K
31056,31.0,Private,44464.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,1564,60.0,United-States,>50K
31057,33.0,Private,256062.0,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35.0,Puerto-Rico,<=50K
31058,22.0,Private,251073.0,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,50.0,United-States,<=50K
31059,46.0,Private,149949.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
31060,30.0,Private,165235.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40.0,Philippines,>50K
31061,22.0,,243190.0,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,40.0,China,<=50K
31062,59.0,,160662.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,2407,0,60.0,United-States,<=50K
31063,57.0,Self-emp-not-inc,175942.0,Some-college,10,Widowed,Exec-managerial,Other-relative,White,Male,0,0,25.0,United-States,<=50K
31064,26.0,Private,212793.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
31065,52.0,Local-gov,153312.0,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
31066,55.0,Local-gov,173296.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45.0,United-States,<=50K
31067,47.0,Private,120131.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
31068,19.0,Private,117444.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
31069,26.0,Private,226196.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40.0,United-States,<=50K
31070,44.0,Private,202872.0,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,>50K
31071,42.0,Private,176716.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,>50K
31072,39.0,Private,82540.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,United-States,<=50K
31073,17.0,,41643.0,11th,7,Never-married,,Own-child,White,Female,0,0,15.0,United-States,<=50K
31074,26.0,Private,197292.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
31075,26.0,Private,76491.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20.0,United-States,<=50K
31076,50.0,Self-emp-inc,101094.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55.0,United-States,<=50K
31077,46.0,Self-emp-not-inc,119944.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
31078,18.0,Private,141626.0,Some-college,10,Never-married,Tech-support,Own-child,White,Male,2176,0,20.0,United-States,<=50K
31079,26.0,Private,122575.0,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,60.0,Vietnam,<=50K
31080,32.0,Private,194740.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40.0,United-States,>50K
31081,50.0,Private,263200.0,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,34.0,Mexico,<=50K
31082,47.0,Local-gov,140644.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
31083,52.0,Private,202115.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25.0,United-States,<=50K
31084,25.0,Federal-gov,27142.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
31085,42.0,Local-gov,318046.0,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
31086,53.0,Private,276369.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,<=50K
31088,23.0,Private,133582.0,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36.0,Mexico,<=50K
31089,23.0,Private,216672.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,30.0,,<=50K
31090,32.0,Private,45796.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60.0,United-States,<=50K
31091,29.0,Self-emp-inc,31778.0,HS-grad,9,Separated,Prof-specialty,Other-relative,White,Male,0,0,25.0,United-States,<=50K
31092,40.0,Private,190044.0,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
31093,45.0,State-gov,144351.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
31094,17.0,,172145.0,10th,6,Never-married,,Own-child,Black,Female,0,0,40.0,United-States,<=50K
31095,55.0,Private,193130.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
31096,59.0,Local-gov,140478.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
31097,56.0,Private,122390.0,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40.0,United-States,>50K
31098,23.0,Private,116830.0,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
31099,37.0,Local-gov,117683.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,<=50K
31100,25.0,Private,106491.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48.0,United-States,<=50K
31101,22.0,,39803.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
31102,27.0,Private,363053.0,9th,5,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,24.0,Mexico,<=50K
31103,21.0,Private,54472.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40.0,United-States,<=50K
31104,47.0,Local-gov,200471.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40.0,United-States,>50K
31105,38.0,Private,54317.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60.0,United-States,<=50K
31106,62.0,Local-gov,113443.0,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,10520,0,33.0,United-States,>50K
31107,27.0,Private,159623.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
31109,27.0,Private,247978.0,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40.0,United-States,<=50K
31110,40.0,Private,305846.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,>50K
31111,22.0,Self-emp-not-inc,214014.0,Some-college,10,Never-married,Sales,Own-child,Black,Male,99999,0,55.0,United-States,>50K
31112,33.0,Private,226525.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
31114,28.0,Private,194940.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
31115,29.0,Private,289991.0,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,55.0,United-States,<=50K
31116,46.0,Private,448337.0,9th,5,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
31117,30.0,Private,91145.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
31118,65.0,,231604.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,45.0,Germany,<=50K
31119,28.0,Private,273269.0,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
31120,39.0,Private,202683.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
31121,35.0,Private,159179.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
31122,50.0,Private,28952.0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,39.0,United-States,<=50K
31123,25.0,,214925.0,10th,6,Never-married,,Own-child,Black,Male,0,0,40.0,United-States,<=50K
31124,63.0,Private,163708.0,9th,5,Widowed,Other-service,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
31125,56.0,Private,200235.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48.0,United-States,>50K
31126,46.0,Private,109209.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
31127,19.0,Private,166153.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30.0,United-States,<=50K
31128,56.0,Local-gov,268213.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,,>50K
31129,31.0,Private,69056.0,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,15.0,United-States,<=50K
31130,51.0,State-gov,237141.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
31132,27.0,Local-gov,289039.0,Some-college,10,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Female,0,0,40.0,United-States,<=50K
31133,30.0,Private,134737.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,45.0,United-States,<=50K
31134,18.0,Private,56613.0,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,0,0,20.0,United-States,<=50K
31135,41.0,Private,36699.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,4650,0,40.0,United-States,<=50K
31136,40.0,Local-gov,333530.0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,United-States,>50K
31137,35.0,Private,185366.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
31139,27.0,Private,215504.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,55.0,United-States,>50K
31140,25.0,Private,222539.0,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,2597,0,50.0,United-States,<=50K
