,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
21778,23221,21.0,Private,185948.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35.0,United-States,<=50K
26477,28232,64.0,Self-emp-not-inc,159938.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,24.0,Italy,<=50K
214,224,53.0,Local-gov,140359.0,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
25740,27442,41.0,Local-gov,36924.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
4692,4992,23.0,Private,35633.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,<=50K
8500,9070,58.0,Private,197319.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
28133,30010,47.0,Private,228583.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,,<=50K
10591,11299,67.0,Self-emp-inc,116986.0,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20.0,United-States,<=50K
4842,5148,39.0,Self-emp-not-inc,124090.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
14139,15075,51.0,Local-gov,123011.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35.0,United-States,>50K
29074,31014,49.0,Private,251180.0,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,2407,0,50.0,United-States,<=50K
28797,30716,18.0,Private,206008.0,Some-college,10,Never-married,Sales,Unmarried,White,Male,2176,0,40.0,United-States,<=50K
8455,9021,34.0,Self-emp-not-inc,313729.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,>50K
6890,7345,20.0,Private,285295.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40.0,,<=50K
1419,1504,60.0,,290593.0,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,<=50K
4166,4430,53.0,Private,335481.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,32.0,United-States,<=50K
13622,14523,44.0,Private,125461.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
23360,24910,55.0,Local-gov,171328.0,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,35.0,United-States,<=50K
9901,10566,38.0,Private,136137.0,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50.0,United-States,>50K
17833,18991,24.0,Private,276851.0,HS-grad,9,Divorced,Protective-serv,Own-child,White,Female,0,1762,40.0,United-States,<=50K
30052,32055,34.0,Private,331126.0,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,30.0,United-States,<=50K
18845,20076,43.0,Private,163455.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
26205,27944,33.0,,202366.0,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,32.0,United-States,<=50K
15137,16139,58.0,Self-emp-not-inc,43221.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2415,40.0,United-States,>50K
1262,1335,33.0,Private,40681.0,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,3674,0,16.0,United-States,<=50K
20196,21530,55.0,Private,448337.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
9829,10491,30.0,Private,113129.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,24.0,United-States,<=50K
4670,4970,51.0,,203953.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,>50K
2228,2371,61.0,Local-gov,192060.0,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,30.0,,<=50K
14384,15330,57.0,Private,61761.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,45.0,United-States,<=50K
19135,20383,35.0,Private,143589.0,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40.0,Philippines,<=50K
1332,1408,37.0,Private,143912.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
21828,23275,20.0,Private,380544.0,Assoc-acdm,12,Never-married,Transport-moving,Own-child,White,Male,0,0,20.0,United-States,<=50K
4667,4966,23.0,Private,138892.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40.0,United-States,<=50K
16528,17617,44.0,Private,346594.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40.0,United-States,<=50K
3013,3208,47.0,Private,297884.0,10th,6,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4446,4730,55.0,Local-gov,219775.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,38.0,United-States,<=50K
14172,15109,53.0,Private,167065.0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
3658,3883,63.0,Self-emp-not-inc,159715.0,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
14576,15536,21.0,Private,129674.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,48.0,Mexico,<=50K
2045,2174,42.0,Private,169995.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48.0,United-States,<=50K
9136,9746,42.0,State-gov,105804.0,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,United-States,<=50K
743,782,40.0,Private,130760.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
19785,21089,24.0,Private,233499.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
29301,31257,29.0,Private,236992.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,50.0,United-States,<=50K
3937,4177,41.0,Private,84610.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60.0,United-States,>50K
9047,9648,43.0,Private,252519.0,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40.0,Haiti,>50K
14011,14937,40.0,Private,173321.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,32.0,United-States,<=50K
28859,30783,36.0,Private,126569.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,Ecuador,>50K
24383,26006,27.0,Private,175821.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,34.0,United-States,<=50K
23790,25366,44.0,Private,222703.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40.0,Nicaragua,<=50K
17146,18263,23.0,Private,195532.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40.0,United-States,<=50K
6872,7326,37.0,State-gov,354929.0,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,38.0,United-States,<=50K
8106,8644,42.0,Private,175133.0,Some-college,10,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
27082,28881,45.0,Private,236040.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
18086,19257,40.0,Self-emp-inc,92036.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
8794,9381,20.0,Private,174685.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40.0,United-States,<=50K
27070,28869,51.0,Federal-gov,198186.0,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
1731,1839,45.0,Private,338105.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40.0,Philippines,<=50K
3241,3446,33.0,Private,239781.0,Preschool,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,Mexico,<=50K
8967,9565,36.0,Self-emp-not-inc,219611.0,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,2174,0,50.0,United-States,<=50K
13602,14500,64.0,Private,69525.0,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,20.0,United-States,<=50K
27909,29768,38.0,Private,240467.0,Masters,14,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,35.0,United-States,<=50K
20006,21326,20.0,Private,38001.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20.0,United-States,<=50K
17978,19147,44.0,State-gov,59460.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15.0,United-States,<=50K
29101,31042,34.0,Private,42900.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
5838,6212,43.0,Private,401623.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40.0,Jamaica,>50K
21894,23345,19.0,Private,185097.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,37.0,United-States,<=50K
7917,8437,43.0,Private,115323.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40.0,United-States,>50K
17731,18882,43.0,Private,448337.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60.0,United-States,>50K
7429,7915,33.0,Private,231826.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,Mexico,<=50K
19089,20336,24.0,Private,187937.0,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18767,19989,42.0,Private,68729.0,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40.0,United-States,<=50K
22790,24310,43.0,Self-emp-not-inc,113211.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,<=50K
27812,29659,66.0,Private,234743.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24.0,United-States,<=50K
1076,1138,27.0,Private,138705.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53.0,United-States,<=50K
22714,24226,45.0,Private,240841.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
2971,3164,41.0,Private,173938.0,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50.0,,>50K
27370,29185,48.0,Private,198000.0,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,0,0,38.0,United-States,>50K
22255,23734,28.0,Private,249541.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
2661,2832,57.0,Self-emp-not-inc,353808.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,>50K
1136,1202,37.0,Private,166497.0,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
25623,27321,22.0,,174626.0,7th-8th,4,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
25672,27372,23.0,Private,124259.0,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,40.0,United-States,<=50K
11505,12263,34.0,Private,448337.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Nicaragua,<=50K
15215,16221,21.0,,262062.0,Some-college,10,Never-married,,Own-child,White,Female,0,0,40.0,United-States,<=50K
2448,2608,23.0,Private,203240.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
1183,1251,48.0,Self-emp-not-inc,397466.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,United-States,<=50K
29110,31053,44.0,Private,79864.0,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,20.0,United-States,<=50K
25108,26771,22.0,Private,206974.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
9870,10534,47.0,Private,340982.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,3103,0,40.0,Philippines,>50K
10351,11042,50.0,Private,337606.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1485,40.0,United-States,<=50K
18063,19233,35.0,,202683.0,Bachelors,13,Never-married,,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
992,1049,36.0,Private,156667.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50.0,United-States,>50K
3764,3995,27.0,Private,125298.0,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,50.0,United-States,<=50K
26639,28407,53.0,Private,95540.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,1471,0,40.0,United-States,<=50K
1887,2004,39.0,Private,192337.0,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
25126,26791,20.0,,348148.0,11th,7,Never-married,,Own-child,Black,Male,0,0,40.0,United-States,<=50K
18757,19979,37.0,Private,143058.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
12983,13837,33.0,Federal-gov,428271.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35.0,United-States,<=50K
16494,17578,27.0,Private,311446.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5178,0,40.0,United-States,>50K
3158,3362,29.0,Private,136277.0,10th,6,Never-married,Other-service,Own-child,Black,Female,0,0,32.0,United-States,<=50K
503,531,26.0,Private,108658.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
3085,3285,19.0,Private,383637.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20.0,United-States,<=50K
18585,19795,60.0,Private,114413.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30.0,United-States,<=50K
20732,22100,38.0,Private,164898.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
23218,24758,32.0,State-gov,317647.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40.0,United-States,<=50K
24907,26557,42.0,Private,182302.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
18972,20209,45.0,State-gov,90803.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
10733,11448,41.0,Private,120277.0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4289,4561,32.0,Local-gov,49325.0,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
11176,11920,44.0,State-gov,136546.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40.0,United-States,>50K
26647,28416,36.0,Private,405155.0,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Mexico,<=50K
29042,30980,55.0,Local-gov,296085.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,United-States,>50K
26059,27789,28.0,Private,52603.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
11287,12036,42.0,Private,24364.0,Some-college,10,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,30.0,United-States,<=50K
23683,25246,54.0,Self-emp-not-inc,36327.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50.0,United-States,<=50K
982,1038,34.0,Private,289984.0,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,30.0,United-States,<=50K
8891,9482,52.0,Private,246936.0,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
8314,8873,36.0,Private,154835.0,HS-grad,9,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40.0,Philippines,<=50K
18950,20186,44.0,Self-emp-not-inc,111483.0,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,50.0,United-States,<=50K
23371,24921,56.0,Private,76142.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40.0,United-States,<=50K
24061,25654,33.0,Private,288398.0,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
9884,10548,30.0,Private,194901.0,Prof-school,15,Divorced,Sales,Own-child,White,Male,0,0,55.0,United-States,<=50K
27543,29372,42.0,Private,22831.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
16213,17277,36.0,Self-emp-not-inc,223789.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,>50K
29584,31551,33.0,Private,188246.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
28584,30485,46.0,Private,295334.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
22246,23723,25.0,Private,245628.0,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,15.0,Mexico,<=50K
89,94,34.0,Local-gov,226296.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
14099,15032,35.0,Private,49749.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,>50K
24227,25835,17.0,,64785.0,10th,6,Never-married,,Own-child,White,Male,0,0,30.0,United-States,<=50K
10927,11661,41.0,State-gov,288433.0,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
15725,16758,38.0,Private,383239.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40.0,United-States,>50K
28904,30832,43.0,Local-gov,188280.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,914,0,40.0,United-States,<=50K
28495,30392,19.0,State-gov,261422.0,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40.0,United-States,<=50K
12969,13823,30.0,Private,101859.0,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
20827,22207,55.0,Private,277034.0,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
15544,16568,25.0,Private,133373.0,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
13009,13867,26.0,Private,58426.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,<=50K
7740,8247,43.0,Local-gov,311914.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25775,27480,50.0,Private,135339.0,12th,8,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40.0,Cambodia,>50K
5071,5388,35.0,Private,275364.0,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,7430,0,40.0,Germany,>50K
9356,9978,47.0,Private,151584.0,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,1876,40.0,United-States,<=50K
5542,5897,19.0,Private,310158.0,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30.0,United-States,<=50K
20380,21728,23.0,Private,38238.0,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,40.0,United-States,<=50K
28027,29891,40.0,Private,247469.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30.0,United-States,>50K
17072,18182,49.0,Private,116338.0,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,653,60.0,United-States,<=50K
22243,23720,27.0,Private,168470.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
978,1031,20.0,State-gov,223515.0,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,1719,20.0,United-States,<=50K
16611,17705,31.0,Private,101697.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,United-States,<=50K
2744,2919,40.0,Private,146659.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,>50K
19614,20904,20.0,Private,194630.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3781,0,50.0,United-States,<=50K
3284,3490,69.0,Private,88566.0,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,1424,0,35.0,United-States,<=50K
9475,10107,31.0,Private,341672.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,60.0,India,<=50K
2282,2428,41.0,Private,154194.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
